"speaker","word","target_child_age_months","speech_act","corpus_id","target_child_id","count","total","rel_freq","ppt"
"child","and",65,"other",56,4041,2,29,0.0689655172413793,68.9655172413793
"child","and",65,"question",50,3397,14,1119,0.0125111706881144,12.5111706881144
"child","and",66,"declarative",35,2848,90,971,0.0926879505664264,92.6879505664264
"child","and",66,"declarative",35,2956,34,480,0.0708333333333333,70.8333333333333
"child","and",66,"declarative",50,3397,131,7440,0.0176075268817204,17.6075268817204
"child","and",66,"declarative",77,5229,53,732,0.0724043715846995,72.4043715846994
"child","and",66,"imperative",35,2848,1,20,0.05,50
"child","and",66,"imperative",50,3397,9,947,0.00950369588173178,9.50369588173178
"child","and",66,"other",35,2848,2,15,0.133333333333333,133.333333333333
"child","and",66,"other",50,3397,18,601,0.0299500831946755,29.9500831946755
"child","and",66,"other",77,5229,5,39,0.128205128205128,128.205128205128
"child","and",66,"question",50,3397,17,1911,0.00889586603872318,8.89586603872318
"child","and",66,"question",77,5229,4,26,0.153846153846154,153.846153846154
"child","and",67,"declarative",35,2927,93,624,0.149038461538462,149.038461538462
"child","and",67,"declarative",35,2965,116,875,0.132571428571429,132.571428571429
"child","and",67,"declarative",50,3397,188,10772,0.0174526550315633,17.4526550315633
"child","and",67,"imperative",35,2927,4,54,0.0740740740740741,74.0740740740741
"child","and",67,"imperative",50,3397,14,1420,0.00985915492957747,9.85915492957747
"child","and",67,"other",35,2965,3,9,0.333333333333333,333.333333333333
"child","and",67,"other",50,3397,34,627,0.0542264752791069,54.2264752791069
"child","and",67,"question",50,3397,15,2169,0.00691562932226833,6.91562932226833
"child","and",68,"declarative",35,2939,75,616,0.121753246753247,121.753246753247
"child","and",68,"declarative",35,2953,40,385,0.103896103896104,103.896103896104
"child","and",68,"declarative",35,2967,90,700,0.128571428571429,128.571428571429
"child","and",68,"declarative",35,2972,99,628,0.157643312101911,157.643312101911
"child","and",68,"declarative",35,2977,23,134,0.171641791044776,171.641791044776
"child","and",68,"declarative",35,2986,5,29,0.172413793103448,172.413793103448
"child","and",68,"declarative",50,3397,141,6356,0.0221837633731907,22.1837633731907
"child","and",68,"declarative",77,5229,174,2881,0.0603956959389101,60.3956959389101
"child","and",68,"imperative",35,2967,4,36,0.111111111111111,111.111111111111
"child","and",68,"imperative",50,3397,16,918,0.0174291938997821,17.4291938997821
"child","and",68,"imperative",77,5229,1,35,0.0285714285714286,28.5714285714286
"child","and",68,"other",35,2939,1,7,0.142857142857143,142.857142857143
"child","and",68,"other",35,2953,4,15,0.266666666666667,266.666666666667
"child","and",68,"other",35,2972,1,8,0.125,125
"child","and",68,"other",50,3397,15,349,0.0429799426934097,42.9799426934097
"child","and",68,"other",77,5229,34,268,0.126865671641791,126.865671641791
"child","and",68,"question",50,3397,20,1219,0.0164068908941756,16.4068908941756
"child","and",68,"question",77,5229,11,230,0.0478260869565217,47.8260869565217
"child","and",69,"declarative",35,2784,189,1369,0.138056975894814,138.056975894814
"child","and",69,"declarative",35,2942,49,548,0.0894160583941606,89.4160583941606
"child","and",69,"declarative",50,3397,284,10949,0.0259384418668372,25.9384418668372
"child","and",69,"declarative",58,4126,3,661,0.00453857791225416,4.53857791225416
"child","and",69,"imperative",50,3397,23,1225,0.0187755102040816,18.7755102040816
"child","and",69,"other",35,2784,1,7,0.142857142857143,142.857142857143
"child","and",69,"other",50,3397,24,440,0.0545454545454545,54.5454545454545
"child","and",69,"other",58,4126,9,97,0.0927835051546392,92.7835051546392
"child","and",69,"question",50,3397,19,1911,0.00994243851386709,9.94243851386708
"child","and",70,"declarative",35,2948,31,558,0.0555555555555556,55.5555555555556
"child","and",70,"declarative",35,2951,26,297,0.0875420875420875,87.5420875420875
"child","and",70,"declarative",50,3397,169,5687,0.0297168981888518,29.7168981888518
"child","and",70,"declarative",58,4109,18,541,0.033271719038817,33.271719038817
"child","and",70,"declarative",75,5193,11,397,0.0277078085642317,27.7078085642317
"child","and",70,"declarative",77,5229,35,1133,0.030891438658429,30.8914386584289
"child","and",70,"imperative",50,3397,14,684,0.0204678362573099,20.4678362573099
"child","and",70,"imperative",58,4109,2,54,0.037037037037037,37.037037037037
"child","and",70,"other",35,2951,1,4,0.25,250
"child","and",70,"other",50,3397,34,363,0.09366391184573,93.66391184573
"child","and",70,"other",58,4109,13,73,0.178082191780822,178.082191780822
"child","and",70,"other",77,5229,7,114,0.0614035087719298,61.4035087719298
"child","and",70,"question",50,3397,7,906,0.00772626931567329,7.72626931567329
"child","and",70,"question",75,5193,1,125,0.008,8
"child","and",70,"question",77,5229,1,85,0.0117647058823529,11.7647058823529
"child","and",71,"declarative",35,2831,84,770,0.109090909090909,109.090909090909
"child","and",71,"declarative",35,2932,130,823,0.157958687727825,157.958687727825
"child","and",71,"declarative",35,2939,78,612,0.127450980392157,127.450980392157
"child","and",71,"declarative",35,2970,63,676,0.0931952662721894,93.1952662721894
"child","and",71,"declarative",50,3397,108,4870,0.02217659137577,22.17659137577
"child","and",71,"declarative",77,5229,8,122,0.0655737704918033,65.5737704918033
"child","and",71,"imperative",50,3397,5,459,0.0108932461873638,10.8932461873638
"child","and",71,"other",35,2831,1,19,0.0526315789473684,52.6315789473684
"child","and",71,"other",50,3397,18,318,0.0566037735849057,56.6037735849057
"child","and",71,"question",50,3397,9,886,0.0101580135440181,10.1580135440181
"child","or",13,"other",182,14375,1,92,0.0108695652173913,10.8695652173913
"child","or",17,"other",182,14375,1,880,0.00113636363636364,1.13636363636364
"child","or",19,"declarative",51,3789,1,3953,0.000252972426005565,0.252972426005565
"child","or",20,"declarative",51,3789,2,4516,0.000442869796279894,0.442869796279894
"child","or",21,"declarative",51,3789,5,5020,0.00099601593625498,0.99601593625498
"child","or",21,"other",51,3789,1,277,0.0036101083032491,3.6101083032491
"child","or",23,"declarative",39,3136,1,1891,0.000528820729772607,0.528820729772607
"child","or",23,"declarative",75,5193,1,2204,0.000453720508166969,0.453720508166969
"child","or",23,"declarative",184,14449,1,676,0.0014792899408284,1.4792899408284
"child","or",23,"declarative",187,14990,2,1987,0.00100654252642174,1.00654252642174
"child","or",23,"other",51,3764,1,123,0.00813008130081301,8.13008130081301
"child","or",24,"declarative",39,3136,8,3554,0.00225098480585256,2.25098480585256
"child","or",24,"declarative",46,3291,1,4054,0.000246669955599408,0.246669955599408
"child","or",24,"declarative",51,3764,1,1203,0.000831255195344971,0.831255195344971
"child","or",24,"declarative",78,5241,1,2234,0.00044762757385855,0.44762757385855
"child","or",24,"declarative",187,15001,1,1232,0.000811688311688312,0.811688311688312
"child","or",24,"declarative",189,15058,14,28845,0.000485352747443231,0.485352747443231
"child","or",24,"declarative",189,15091,3,39731,7.550778988699e-05,0.07550778988699
"child","or",24,"question",69,5054,2,100,0.02,20
"child","or",24,"question",189,15091,1,9839,0.000101636345157028,0.101636345157028
"child","or",25,"declarative",39,3136,4,1685,0.00237388724035608,2.37388724035608
"child","or",25,"declarative",51,3789,1,6024,0.000166002656042497,0.166002656042497
"child","or",25,"declarative",64,4709,1,2232,0.000448028673835125,0.448028673835125
"child","or",25,"declarative",189,15058,1,6417,0.000155836060464391,0.155836060464391
"child","or",25,"declarative",189,15091,3,14790,0.000202839756592292,0.202839756592292
"child","or",25,"question",71,5080,1,241,0.004149377593361,4.149377593361
"child","or",25,"question",75,5193,1,303,0.0033003300330033,3.3003300330033
"child","or",26,"declarative",39,3136,1,1380,0.00072463768115942,0.72463768115942
"child","or",26,"declarative",48,3371,3,3784,0.000792811839323467,0.792811839323467
"child","or",26,"declarative",48,3376,2,1642,0.00121802679658952,1.21802679658952
"child","or",26,"declarative",51,3764,2,1502,0.00133155792276964,1.33155792276964
"child","or",26,"declarative",51,3774,2,4333,0.000461573967228248,0.461573967228248
"child","or",26,"declarative",51,3789,1,4627,0.000216122757726389,0.216122757726389
"child","or",26,"declarative",69,5054,1,5182,0.000192975685063682,0.192975685063682
"child","or",26,"declarative",71,5080,1,837,0.001194743130227,1.194743130227
"child","or",26,"declarative",184,14432,2,107,0.0186915887850467,18.6915887850467
"child","or",26,"declarative",189,15058,7,9055,0.000773053561568194,0.773053561568194
"child","or",26,"declarative",189,15091,7,10971,0.000638045756995716,0.638045756995716
"child","or",26,"declarative",190,15110,1,3677,0.00027196083763938,0.27196083763938
"child","or",26,"imperative",39,3136,1,126,0.00793650793650794,7.93650793650794
"child","or",26,"other",69,5054,1,74,0.0135135135135135,13.5135135135135
"child","or",26,"other",184,14579,1,8,0.125,125
"child","or",26,"question",189,15058,2,1341,0.00149142431021626,1.49142431021626
"child","or",27,"declarative",32,2724,2,275,0.00727272727272727,7.27272727272727
"child","or",27,"declarative",51,3801,1,1929,0.000518403317781234,0.518403317781234
"child","or",27,"declarative",52,3825,1,1458,0.000685871056241427,0.685871056241427
"child","or",27,"declarative",66,4796,1,763,0.00131061598951507,1.31061598951507
"child","or",27,"declarative",71,5080,1,2916,0.000342935528120713,0.342935528120713
"child","or",27,"declarative",181,14346,1,19233,5.19939686996308e-05,0.0519939686996308
"child","or",27,"declarative",189,15058,3,5903,0.000508216161273928,0.508216161273928
"child","or",27,"declarative",189,15091,2,15635,0.000127918132395267,0.127918132395267
"child","or",27,"other",51,3801,1,129,0.00775193798449612,7.75193798449612
"child","or",27,"question",71,5080,1,232,0.00431034482758621,4.31034482758621
"child","or",27,"question",75,5204,1,156,0.00641025641025641,6.41025641025641
"child","or",28,"declarative",39,3136,6,728,0.00824175824175824,8.24175824175824
"child","or",28,"declarative",51,3764,2,2099,0.000952834683182468,0.952834683182468
"child","or",28,"declarative",51,3789,3,4380,0.000684931506849315,0.684931506849315
"child","or",28,"declarative",64,4709,2,3391,0.000589796520200531,0.589796520200531
"child","or",28,"declarative",67,4854,1,135,0.00740740740740741,7.40740740740741
"child","or",28,"declarative",71,5080,2,3793,0.000527287107830214,0.527287107830214
"child","or",28,"declarative",187,14996,2,4854,0.000412031314379893,0.412031314379893
"child","or",28,"declarative",187,15033,1,3263,0.000306466441924609,0.306466441924609
"child","or",28,"declarative",189,15058,1,6811,0.00014682131845544,0.14682131845544
"child","or",28,"declarative",189,15091,1,12667,7.8945290913397e-05,0.078945290913397
"child","or",28,"question",51,3764,1,318,0.00314465408805031,3.14465408805031
"child","or",28,"question",187,14978,1,499,0.00200400801603206,2.00400801603206
"child","or",28,"question",187,14996,1,641,0.0015600624024961,1.5600624024961
"child","or",28,"question",189,15091,2,3566,0.000560852495793606,0.560852495793606
"child","or",28,"question",190,15110,1,251,0.00398406374501992,3.98406374501992
"child","or",29,"declarative",39,3136,1,763,0.00131061598951507,1.31061598951507
"child","or",29,"declarative",42,3143,1,2365,0.000422832980972516,0.422832980972516
"child","or",29,"declarative",51,3764,1,2476,0.000403877221324717,0.403877221324717
"child","or",29,"declarative",51,3774,7,2983,0.00234663090848139,2.34663090848139
"child","or",29,"declarative",51,3789,5,10448,0.000478560490045942,0.478560490045942
"child","or",29,"declarative",51,3801,2,2981,0.000670915800067092,0.670915800067092
"child","or",29,"declarative",64,4709,2,7735,0.000258564964447317,0.258564964447317
"child","or",29,"declarative",71,5080,3,5821,0.00051537536505755,0.51537536505755
"child","or",29,"declarative",75,5193,1,1348,0.000741839762611276,0.741839762611276
"child","or",29,"declarative",75,5204,3,1383,0.00216919739696312,2.16919739696312
"child","or",29,"declarative",189,15058,1,8093,0.000123563573458544,0.123563573458544
"child","or",29,"imperative",78,5241,1,479,0.00208768267223382,2.08768267223382
"child","or",29,"question",51,3764,2,572,0.0034965034965035,3.4965034965035
"child","or",29,"question",51,3789,1,1649,0.000606428138265616,0.606428138265616
"child","or",29,"question",64,4709,1,1902,0.000525762355415352,0.525762355415352
"child","or",29,"question",75,5193,1,157,0.00636942675159236,6.36942675159236
"child","or",29,"question",75,5204,1,377,0.0026525198938992,2.6525198938992
"child","or",30,"declarative",41,3141,3,3015,0.00099502487562189,0.99502487562189
"child","or",30,"declarative",51,3764,1,1838,0.000544069640914037,0.544069640914037
"child","or",30,"declarative",51,3801,1,1502,0.00066577896138482,0.66577896138482
"child","or",30,"declarative",57,4084,2,302,0.00662251655629139,6.62251655629139
"child","or",30,"declarative",64,4709,4,5305,0.000754005655042413,0.754005655042413
"child","or",30,"declarative",75,5204,1,1053,0.000949667616334283,0.949667616334283
"child","or",30,"declarative",79,5255,1,12864,7.77363184079602e-05,0.0777363184079602
"child","or",30,"declarative",189,15058,1,6003,0.000166583374979177,0.166583374979177
"child","or",30,"declarative",189,15091,1,13974,7.156147130385e-05,0.07156147130385
"child","or",30,"imperative",51,3764,1,60,0.0166666666666667,16.6666666666667
"child","or",30,"imperative",189,15091,1,630,0.00158730158730159,1.58730158730159
"child","or",30,"other",64,4709,1,67,0.0149253731343284,14.9253731343284
"child","or",30,"other",79,5255,1,244,0.00409836065573771,4.09836065573771
"child","or",30,"other",182,14375,1,1497,0.000668002672010688,0.668002672010688
"child","or",30,"question",64,4709,1,1060,0.000943396226415094,0.943396226415094
"child","or",30,"question",189,15058,3,789,0.00380228136882129,3.80228136882129
"child","or",30,"question",190,15110,2,1843,0.0010851871947911,1.0851871947911
"child","or",31,"declarative",31,2563,1,5251,0.000190439916206437,0.190439916206437
"child","or",31,"declarative",39,3136,8,1255,0.00637450199203187,6.37450199203187
"child","or",31,"declarative",40,3140,2,6360,0.000314465408805031,0.314465408805031
"child","or",31,"declarative",42,3143,1,4350,0.000229885057471264,0.229885057471264
"child","or",31,"declarative",51,3764,3,1963,0.00152827305145186,1.52827305145186
"child","or",31,"declarative",51,3774,2,5570,0.000359066427289048,0.359066427289048
"child","or",31,"declarative",64,4709,1,2818,0.00035486160397445,0.35486160397445
"child","or",31,"declarative",71,5080,3,7178,0.000417943716912789,0.417943716912789
"child","or",31,"declarative",75,5193,1,603,0.00165837479270315,1.65837479270315
"child","or",31,"declarative",75,5204,6,1417,0.00423429781227946,4.23429781227946
"child","or",31,"declarative",181,14346,1,26889,3.71899289672357e-05,0.0371899289672357
"child","or",31,"declarative",185,14820,2,3813,0.000524521374246001,0.524521374246001
"child","or",31,"declarative",187,14970,5,6630,0.000754147812971342,0.754147812971342
"child","or",31,"declarative",187,14978,6,3928,0.00152749490835031,1.52749490835031
"child","or",31,"declarative",187,14996,4,2946,0.00135777325186694,1.35777325186694
"child","or",31,"declarative",187,15001,12,3446,0.00348229831688915,3.48229831688915
"child","or",31,"declarative",187,15008,1,2326,0.000429922613929493,0.429922613929493
"child","or",31,"declarative",189,15091,8,13263,0.000603181783910126,0.603181783910126
"child","or",31,"other",51,3774,1,604,0.00165562913907285,1.65562913907285
"child","or",31,"other",51,3801,2,134,0.0149253731343284,14.9253731343284
"child","or",31,"other",185,14820,1,230,0.00434782608695652,4.34782608695652
"child","or",31,"question",51,3764,2,311,0.00643086816720257,6.43086816720257
"child","or",31,"question",51,3801,1,285,0.00350877192982456,3.50877192982456
"child","or",31,"question",75,5204,1,264,0.00378787878787879,3.78787878787879
"child","or",31,"question",78,5241,1,550,0.00181818181818182,1.81818181818182
"child","or",31,"question",181,14346,1,1321,0.000757002271006813,0.757002271006813
"child","or",31,"question",185,14820,2,901,0.00221975582685905,2.21975582685905
"child","or",31,"question",187,14970,7,1154,0.00606585788561525,6.06585788561525
"child","or",31,"question",187,15001,3,633,0.004739336492891,4.739336492891
"child","or",31,"question",189,15091,2,3522,0.00056785917092561,0.56785917092561
"child","or",31,"question",190,15110,6,3473,0.00172761301468471,1.72761301468471
"child","or",32,"declarative",31,2563,10,6062,0.00164962058726493,1.64962058726493
"child","or",32,"declarative",39,3136,3,990,0.00303030303030303,3.03030303030303
"child","or",32,"declarative",41,3141,40,3563,0.0112264945270839,11.2264945270839
"child","or",32,"declarative",42,3143,3,5402,0.000555349870418364,0.555349870418364
"child","or",32,"declarative",51,3748,5,2426,0.00206100577081616,2.06100577081616
"child","or",32,"declarative",51,3801,1,1247,0.000801924619085806,0.801924619085806
"child","or",32,"declarative",51,3810,1,1592,0.000628140703517588,0.628140703517588
"child","or",32,"declarative",75,5193,4,1420,0.0028169014084507,2.8169014084507
"child","or",32,"declarative",181,14346,3,18538,0.000161829755097637,0.161829755097637
"child","or",32,"declarative",184,14487,1,341,0.00293255131964809,2.93255131964809
"child","or",32,"declarative",184,14698,1,279,0.003584229390681,3.584229390681
"child","or",32,"declarative",185,14820,1,1288,0.00077639751552795,0.77639751552795
"child","or",32,"declarative",187,14978,1,3871,0.000258331180573495,0.258331180573495
"child","or",32,"declarative",187,14996,8,3989,0.00200551516670845,2.00551516670845
"child","or",32,"declarative",187,15001,6,4760,0.00126050420168067,1.26050420168067
"child","or",32,"declarative",189,15058,11,8275,0.00132930513595166,1.32930513595166
"child","or",32,"declarative",189,15091,2,10530,0.000189933523266857,0.189933523266857
"child","or",32,"declarative",190,15110,1,7814,0.000127975428717686,0.127975428717686
"child","or",32,"other",189,15091,1,670,0.00149253731343284,1.49253731343284
"child","or",32,"question",41,3141,1,465,0.0021505376344086,2.1505376344086
"child","or",32,"question",51,3789,2,624,0.00320512820512821,3.2051282051282
"child","or",32,"question",63,4697,1,423,0.00236406619385343,2.36406619385343
"child","or",32,"question",71,5080,1,608,0.00164473684210526,1.64473684210526
"child","or",32,"question",75,5204,3,313,0.00958466453674121,9.58466453674121
"child","or",32,"question",187,14978,1,1311,0.0007627765064836,0.7627765064836
"child","or",32,"question",187,15001,1,857,0.00116686114352392,1.16686114352392
"child","or",32,"question",189,15058,9,1784,0.00504484304932735,5.04484304932735
"child","or",32,"question",189,15091,12,3149,0.0038107335662115,3.8107335662115
"child","or",32,"question",190,15110,5,6638,0.000753238927387767,0.753238927387767
"child","or",33,"declarative",31,2563,10,4101,0.00243842965130456,2.43842965130456
"child","or",33,"declarative",42,3143,1,5338,0.000187336080929187,0.187336080929187
"child","or",33,"declarative",48,3371,3,4722,0.000635324015247776,0.635324015247776
"child","or",33,"declarative",51,3764,1,4263,0.000234576589256392,0.234576589256392
"child","or",33,"declarative",51,3774,1,3226,0.000309981401115933,0.309981401115933
"child","or",33,"declarative",51,3789,8,4207,0.00190159258378892,1.90159258378892
"child","or",33,"declarative",51,3810,1,1144,0.000874125874125874,0.874125874125874
"child","or",33,"declarative",71,5080,2,6076,0.00032916392363397,0.32916392363397
"child","or",33,"declarative",78,5241,1,4754,0.000210349179638199,0.210349179638199
"child","or",33,"declarative",181,14346,4,33160,0.000120627261761158,0.120627261761158
"child","or",33,"declarative",184,14506,1,448,0.00223214285714286,2.23214285714286
"child","or",33,"declarative",187,14978,1,3305,0.000302571860816944,0.302571860816944
"child","or",33,"declarative",187,15033,3,2991,0.00100300902708124,1.00300902708124
"child","or",33,"declarative",189,15058,2,7220,0.000277008310249308,0.277008310249307
"child","or",33,"declarative",189,15091,1,13603,7.35131956186135e-05,0.0735131956186135
"child","or",33,"declarative",190,15110,1,8068,0.000123946455131383,0.123946455131383
"child","or",33,"imperative",51,3764,1,75,0.0133333333333333,13.3333333333333
"child","or",33,"imperative",71,5080,1,477,0.00209643605870021,2.09643605870021
"child","or",33,"other",31,2563,1,167,0.00598802395209581,5.98802395209581
"child","or",33,"other",51,3789,1,693,0.00144300144300144,1.44300144300144
"child","or",33,"other",51,3801,1,132,0.00757575757575758,7.57575757575758
"child","or",33,"other",190,15110,1,301,0.00332225913621262,3.32225913621262
"child","or",33,"question",42,3143,1,1185,0.000843881856540084,0.843881856540084
"child","or",33,"question",48,3371,3,1012,0.00296442687747036,2.96442687747036
"child","or",33,"question",51,3764,3,837,0.003584229390681,3.584229390681
"child","or",33,"question",51,3789,1,722,0.00138504155124654,1.38504155124654
"child","or",33,"question",75,5204,2,285,0.00701754385964912,7.01754385964912
"child","or",33,"question",78,5241,1,695,0.00143884892086331,1.43884892086331
"child","or",33,"question",187,14978,1,1308,0.000764525993883792,0.764525993883792
"child","or",33,"question",187,15001,1,628,0.00159235668789809,1.59235668789809
"child","or",33,"question",187,15021,1,419,0.00238663484486874,2.38663484486874
"child","or",33,"question",190,15110,12,7742,0.00154998708344097,1.54998708344097
"child","or",34,"declarative",31,2563,4,4084,0.000979431929480901,0.979431929480901
"child","or",34,"declarative",42,3143,1,6971,0.000143451441686989,0.143451441686989
"child","or",34,"declarative",51,3789,20,9346,0.00213995292103574,2.13995292103574
"child","or",34,"declarative",56,4041,1,4129,0.000242189392104626,0.242189392104626
"child","or",34,"declarative",69,5054,6,7983,0.000751597143930853,0.751597143930853
"child","or",34,"declarative",71,5080,1,5893,0.000169692855930765,0.169692855930765
"child","or",34,"declarative",78,5241,5,7121,0.000702148574638393,0.702148574638394
"child","or",34,"declarative",181,14346,2,26753,7.47579710686652e-05,0.0747579710686652
"child","or",34,"declarative",187,15001,1,3326,0.000300661455201443,0.300661455201443
"child","or",34,"declarative",187,15008,1,2306,0.000433651344319167,0.433651344319167
"child","or",34,"declarative",187,15021,1,4058,0.000246426811237063,0.246426811237063
"child","or",34,"declarative",189,15058,1,9519,0.000105053051791155,0.105053051791155
"child","or",34,"declarative",189,15091,1,13155,7.60167236792094e-05,0.0760167236792094
"child","or",34,"declarative",190,15110,2,13244,0.000151011778918756,0.151011778918756
"child","or",34,"declarative",192,15210,2,1195,0.00167364016736402,1.67364016736402
"child","or",34,"other",42,3143,1,165,0.00606060606060606,6.06060606060606
"child","or",34,"other",51,3764,2,313,0.00638977635782748,6.38977635782748
"child","or",34,"other",51,3789,3,617,0.00486223662884927,4.86223662884927
"child","or",34,"other",182,14375,1,1230,0.000813008130081301,0.813008130081301
"child","or",34,"other",190,15110,2,541,0.00369685767097967,3.69685767097967
"child","or",34,"question",42,3143,5,1747,0.00286204922724671,2.86204922724671
"child","or",34,"question",51,3789,2,1492,0.00134048257372654,1.34048257372654
"child","or",34,"question",51,3801,1,431,0.00232018561484919,2.32018561484919
"child","or",34,"question",56,4041,2,481,0.00415800415800416,4.15800415800416
"child","or",34,"question",75,5204,1,225,0.00444444444444444,4.44444444444444
"child","or",34,"question",187,14996,1,519,0.00192678227360308,1.92678227360308
"child","or",34,"question",187,15001,4,827,0.00483675937122128,4.83675937122128
"child","or",34,"question",187,15008,2,91,0.021978021978022,21.978021978022
"child","or",34,"question",187,15021,4,427,0.00936768149882904,9.36768149882904
"child","or",34,"question",189,15058,3,1366,0.00219619326500732,2.19619326500732
"child","or",34,"question",189,15091,7,4779,0.00146474157773593,1.46474157773593
"child","or",34,"question",190,15110,15,8391,0.00178762960314623,1.78762960314623
"child","or",34,"question",192,15210,2,183,0.0109289617486339,10.9289617486339
"child","or",35,"declarative",31,2563,3,5230,0.000573613766730402,0.573613766730402
"child","or",35,"declarative",42,3143,1,5762,0.000173550850399167,0.173550850399167
"child","or",35,"declarative",51,3764,1,1217,0.000821692686935086,0.821692686935086
"child","or",35,"declarative",51,3774,5,3004,0.00166444740346205,1.66444740346205
"child","or",35,"declarative",51,3789,7,4092,0.00171065493646139,1.71065493646139
"child","or",35,"declarative",51,3801,1,607,0.00164744645799012,1.64744645799012
"child","or",35,"declarative",51,3810,1,1630,0.000613496932515337,0.613496932515337
"child","or",35,"declarative",56,4041,1,3407,0.000293513354857646,0.293513354857646
"child","or",35,"declarative",57,4084,1,3369,0.000296823983377857,0.296823983377857
"child","or",35,"declarative",69,5054,2,4887,0.000409249028033558,0.409249028033558
"child","or",35,"declarative",75,5204,1,1383,0.000723065798987708,0.723065798987708
"child","or",35,"declarative",181,14346,3,23840,0.000125838926174497,0.125838926174497
"child","or",35,"declarative",187,14978,2,5037,0.000397061743101052,0.397061743101052
"child","or",35,"declarative",187,14996,1,2190,0.00045662100456621,0.45662100456621
"child","or",35,"declarative",189,15091,48,15670,0.00306317804722399,3.06317804722399
"child","or",35,"declarative",190,15110,5,11403,0.000438481101464527,0.438481101464527
"child","or",35,"imperative",51,3774,1,118,0.00847457627118644,8.47457627118644
"child","or",35,"imperative",189,15091,1,401,0.00249376558603491,2.49376558603491
"child","or",35,"other",189,15091,2,861,0.00232288037166086,2.32288037166086
"child","or",35,"other",190,15110,2,342,0.00584795321637427,5.84795321637427
"child","or",35,"question",41,3141,1,191,0.00523560209424084,5.23560209424084
"child","or",35,"question",42,3143,1,1949,0.000513083632632119,0.513083632632119
"child","or",35,"question",56,4041,1,291,0.00343642611683849,3.43642611683849
"child","or",35,"question",189,15058,5,1843,0.00271296798697775,2.71296798697775
"child","or",35,"question",189,15091,5,3406,0.00146799765120376,1.46799765120376
"child","or",35,"question",190,15110,4,5841,0.000684814244136278,0.684814244136278
"child","or",36,"declarative",31,2563,3,7048,0.000425652667423383,0.425652667423382
"child","or",36,"declarative",38,3073,1,5403,0.000185082361650935,0.185082361650935
"child","or",36,"declarative",51,3774,1,3428,0.00029171528588098,0.29171528588098
"child","or",36,"declarative",51,3789,17,2160,0.00787037037037037,7.87037037037037
"child","or",36,"declarative",51,3810,2,2772,0.000721500721500722,0.721500721500722
"child","or",36,"declarative",74,5151,2,6000,0.000333333333333333,0.333333333333333
"child","or",36,"declarative",75,5204,3,1076,0.00278810408921933,2.78810408921933
"child","or",36,"declarative",181,14346,14,22248,0.000629270046745775,0.629270046745775
"child","or",36,"declarative",184,14658,2,268,0.00746268656716418,7.46268656716418
"child","or",36,"declarative",184,14671,1,180,0.00555555555555556,5.55555555555556
"child","or",36,"declarative",184,14748,1,178,0.00561797752808989,5.61797752808989
"child","or",36,"declarative",186,14837,1,1399,0.000714796283059328,0.714796283059328
"child","or",36,"declarative",186,14844,1,1585,0.000630914826498423,0.630914826498423
"child","or",36,"declarative",186,14855,1,1306,0.000765696784073507,0.765696784073507
"child","or",36,"declarative",189,15058,25,55690,0.000448913629017777,0.448913629017777
"child","or",36,"declarative",189,15091,80,65724,0.00121721136875418,1.21721136875418
"child","or",36,"declarative",190,15110,2,12676,0.000157778479015462,0.157778479015462
"child","or",36,"other",56,4041,1,213,0.00469483568075117,4.69483568075117
"child","or",36,"other",182,14375,4,660,0.00606060606060606,6.06060606060606
"child","or",36,"other",189,15058,1,1934,0.000517063081695967,0.517063081695967
"child","or",36,"other",189,15091,19,6853,0.00277250839048592,2.77250839048592
"child","or",36,"question",31,2563,1,458,0.00218340611353712,2.18340611353712
"child","or",36,"question",51,3748,1,226,0.00442477876106195,4.42477876106195
"child","or",36,"question",51,3789,1,238,0.00420168067226891,4.20168067226891
"child","or",36,"question",51,3810,1,243,0.00411522633744856,4.11522633744856
"child","or",36,"question",69,5054,1,1238,0.000807754442649435,0.807754442649435
"child","or",36,"question",75,5193,1,209,0.00478468899521531,4.78468899521531
"child","or",36,"question",181,14346,3,1183,0.00253592561284869,2.53592561284869
"child","or",36,"question",184,14748,1,44,0.0227272727272727,22.7272727272727
"child","or",36,"question",189,15058,23,10766,0.00213635519227197,2.13635519227197
"child","or",36,"question",189,15091,35,26311,0.00133024210406294,1.33024210406294
"child","or",36,"question",190,15110,7,5827,0.00120130427321091,1.20130427321091
"child","or",37,"declarative",31,2563,5,5087,0.000982897582071948,0.982897582071948
"child","or",37,"declarative",38,3095,2,2534,0.000789265982636148,0.789265982636148
"child","or",37,"declarative",42,3143,1,6710,0.00014903129657228,0.14903129657228
"child","or",37,"declarative",51,3748,1,2613,0.000382701875239189,0.382701875239189
"child","or",37,"declarative",51,3774,1,2878,0.000347463516330785,0.347463516330785
"child","or",37,"declarative",51,3789,2,1270,0.0015748031496063,1.5748031496063
"child","or",37,"declarative",69,5054,1,5745,0.000174064403829417,0.174064403829417
"child","or",37,"declarative",71,5080,1,3783,0.000264340470526038,0.264340470526038
"child","or",37,"declarative",75,5193,4,1998,0.002002002002002,2.002002002002
"child","or",37,"declarative",75,5204,1,737,0.00135685210312076,1.35685210312076
"child","or",37,"declarative",78,5241,6,7011,0.000855798031664527,0.855798031664527
"child","or",37,"declarative",181,14346,10,26236,0.000381155663973167,0.381155663973167
