"speaker","word","count","total","rel_freq","lower","upper","ppt","ppt_upper","ppt_lower"
"child","and",78443,4681056,0.0167575435970003,0.0166416570818553,0.0168742232470591,16.7575435970003,16.8742232470591,16.6416570818553
"child","or",2590,4681056,0.000553293957602729,0.000532393281312262,0.000575014364475318,0.553293957602729,0.575014364475318,0.532393281312262
"child","other",4600023,4681056,0.982689162445397,0.98257061244882,0.982806920215169,982.689162445397,982.806920215169,982.57061244882
"parent","and",169269,9478553,0.0178581055568292,0.0177739899810371,0.0179426119364671,17.8581055568292,17.9426119364671,17.7739899810371
"parent","or",15971,9478553,0.00168496182908931,0.00165905228672616,0.00171127528456517,1.68496182908931,1.71127528456517,1.65905228672616
"parent","other",9293313,9478553,0.980456932614082,0.980368614802902,0.980544860987174,980.456932614082,980.544860987174,980.368614802902
